Translation Key,Translated Value,Category
st_wpn_lar_grizzly,L.A.R. Grizzly Win Mag .357,weapon_drops
isg_nosorog_outfit_name,Экзоскелет «Носорог» ИИГ,outfit_exchange
travel_outfit_name,Комбинезон «Барахольщик»,outfit_exchange
st_helm_respirator_gp5,Противогаз ГП-5,outfits
st_boots,Кожаные ботинки,disassemble
st_helm_cloth_mask,Тряпичная маска,outfits
st_wpn_fort17,Форт-17,weapon_drops
st_wpn_mp133,MP-133,weapons
st_bolt_carrier_1,Продольно-скользящий затвор с запиранием поворотом (Продольно-скользящий затвор),item_drop_locations
st_salmon,Копчёный лосось,eatable
st_hand_rolling_tobacco,Табачные листы,eatable
ammo-9x18-pmm,Патроны 9x18 мм HP,item_drop_locations
st_wpn_m98b,Barrett M98B «Bravo»,weapon_drops
cs_stalker_proto_exo_outfit_name,Комбинезон ЧН-2б с протоэкзоскелетом,item_drop_locations
st_data_export_weapon_kind_shotgun,Дробовик,weapon_drops
st_wpn_val,АС «Вал»,weapon_drops
st_af_ah_r4_descr,Артефакт, встречающийся только в Мёртвом Лесу к югу от Лаборатории X-9 и содержащий в основном растительную материю. Считается, что сильные пси-поля, воздействию которых он был подвержен во время своего формирования, оказали значительное воздействие на форму и свойства этого артефакта. Благодаря этому он предоставляет уникальную возможность исследовать влияние этих пока еще не вполне изученных явлений.,artefacts
st_ecologist_outfit_red_name,ССП-99М «Рубин»,item_drop_locations
st_af_empty_name,«Пустышка»,artefact_recipes
cs_exolight_outfit_name,Тяжёлый бронекостюм ЧН-5,outfit_exchange
st_meat_pseudodog,Отбивная из псевдособаки,eatable
st_wpn_toz34_custom,Заказной ТОЗ-34,weapons
ui_inv_outfit_fire_wound_protection,Баллист. защита,belt_attachments
st_wpn_pb_bas_custom,Модернизированный ПБ,weapons
svoboda_heavy_outfit_2_name,Комбинезон «Страж свободы» М2,outfit_exchange
st_helm_m40,Противогаз M40,outfits
ammo_12.7x55_ap,Патроны 12,7x55 мм СЦ-130 ВПС,ammo
st_energy_drink,Крепкий энергетик (250 мл.),item_drop_locations
st_pda_3_name,КПК (Версия 3.1) с KilTrak™,disassemble
st_wpn_oc33_new,OTs-33 "Pernach",weapon_drops
st_af_medallion_name,"Медальон",artefacts
st_helm_respirator,Противогаз ПБФ,outfits
st_af_fountain_name,"Фонтан",artefacts
st_meat_chimera,«Пища охотника»,eatable
st_wpn_ks23_23_up,КС-23 c укороченным стволом,item_drop_locations
st_data_export_post_heal_leg,Полностью ноги,medicine
bandit,Бандиты,weapon_drops
merc_scientific_armored_outfit_name,Боевая «СЕВА» наёмников,item_drop_locations
st_wpn_aps_bas,АПС,weapons
st_wpn_pmm_bas,ПММ,weapons
st_helm_rp_bala,Балаклава,outfits
military_sky_outfit_name,Бронекостюм ЧН-4б,outfit_exchange
st_jgut_zhgut,Медицинский жгут,disassemble
st_pda_1_name,КПК,disassemble
svoboda_exolight_outfit_name,Тяжёлый бронекостюм «Воин свободы»,outfit_exchange
st_wpn_pm_bas_actor,Редкий ПМ,weapons
st_af_ah_h1_descr,Бледно-зелёное вещество, не имеющее определённой формы и полезных свойств. Этот артефакт произвольно переходит из твёрдого в полужидкое состояние, что затрудняет его обработку и хранение. В отличие от аналогичных артефактов, таких как "Душа", слизь, выделяемая этим артефактом, не оказывает ни положительного, ни отрицательного воздействия на организм человека.,artefacts
st_grenade_f1,Граната Ф-1,weapon_drops
st_wpn_sr1mp_las,Serdyukov SR-1MP Gyurza 9x21 pistol,weapons
dolg_scientific_red_outfit_name,ПС5-9Мд «Егерь»,outfit_exchange
st_wpn_ppsh41_camo,Камуфлированный ППШ-41,weapons
mutant_boar_leg,Копыто кабана,mutant_parts
st_ied,Самодельное взрывное устройство (Химическое),disassemble
hybrid_outfit_name,Гибридный бронекостюм,item_drop_locations
st_wpn_aug_a1_custom_bas,Steyr AUG A1 CQB,weapons
st_wpn_svds_pmc,СВДС "ЧВК",weapon_drops
st_af_lobster_eyes_descr,Артефакт имеет форму двух слитых вместе яиц. Его внешняя поверхность очень толстая, а высокая плотность самого образования, по сообщениям учёных, может быть первопричиной её глубокого цвета.\nПриятным эффектом «Рачьих глаз» однозначно будет тот факт, что он способен повысить сопротивление пси-воздействию: он в какой-то степени резонирует под влиянием пси-волн, поглощая их столь опасный эффект. Другим же положительным свойством артефакта является способность рассеивать тепло вокруг себя и его носителя.\nК сожалению, упомянутая высокая плотность артефакта может сделать его использование довольно затруднительным - масса известных образцов порой достигает 3-4 кг. Кроме того, многие сталкеры сообщали о том, что при его использовании защитная экипировка несколько ослабевает под воздействием удара пуль. \n,artefacts
st_analgetic,Диклофенак натрия,disassemble
st_prt_o_ballistic_3,Пластины из кевлара «К129» с композитом из поликарбоната,disassemble
greh_armored_camo_outfit_name,Противоосколочная броня «Ирий»,outfit_exchange
st_af_ah_r4,Аномальный образец "Грибница",artefacts
st_exo_repair_kit,Профессиональный набор для ремонта экзоскелетов,disassemble
ammo-9x39-pab9,Патроны 9x39 мм СП-5,item_drop_locations
st_wpn_g36new_c,G36C,weapons
st_af_ah_s1,Аномальный образец "Арот-8",artefacts
st_af_ah_h2_descr,Бледно-зел`ное вещество, не имеющее определённой формы и полезных свойств. Этот артефакт произвольно переходит из твёрдого в полужидкое состояние, что затрудняет его обработку и хранение. В отличие от подобных артефактов, таких как "Душа", слизь, выделяемая этим артефактом, не оказывает ни положительного, ни отрицательного воздействия на организм человека, за исключением незначительного количества радиации, содержащейся в ней.,artefacts
ammo-12x70-buck,Патроны 12x70 мм Дробь,item_drop_locations
mutant_fracture_hand,Рука Излома,mutant_parts
ace_outfit_name,Бронекостюм с ЗСД «Ас»,outfits
st_conserva,Рыбные консервы,disassemble
dolg_voin_outfit_name,ПС6-В «Универсальная защита»,item_drop_locations
helm_ach7,Шлем ACH-7,outfits
st_geiger_dead,Дозиметр,disassemble
st_af_ah_e2,Аномальный образец "Сувенир",artefacts
st_wpn_vityaznew,ПП-19 «Витязь-СН»,weapon_drops
st_af_ah_f1,Аномальный образец "Говорящий камень",artefacts
st_af_pin_name,«Булавка»,artefact_recipes
st_af_death_lamp_descr,«Большой, красный и проклятый.» \nЭто то, как сталкеры предпочитают описывать данный артефакт, в то время как некоторые обращаются к нему как «семя сатаны». Более того, многие торговцы даже отказываются его покупать. На самом деле мало что известно о его происхождении, и ничего ценного из его свойств не было обнаружено до сих пор.\n«Смерть-лампа» была впервые обнаружена несколько лет назад группой из трёх опытных сталкеров. Вскоре, после доставки артефакта учёным на Янтаре, двух из трёх сталкеров нашли мёртвыми, а их лица выражали неподдельный ужас. Судьба третьего сталкера так и осталась неизвестной.\nА после несчастного случая члены научной команды, ответственной за изучение артефакта, начали сообщать о том, что в последующие дни у них было серьёзное расстройство сна.\nНе считая столь таинственных эффектов, артефакт определённо истощает организм и силу воли носителя, часто приводя к головокружению или потери сознания. \n,artefacts
st_af_gimlet_descr,Чашевидные лепестки этого артефакта могут выделять мощный стимулирующий пар, который может изменить баланс человеческих гормонов. Он малопригоден для сталкеров, но очень востребован для медицинских исследований. \n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
st_wpn_cz75,CZ-75,weapons
stalker_salamander_outfit_name,Комбинезон «Ящер»,outfit_exchange
st_wpn_toz34_obrez_custom,Заказной обрез ТОЗ-34,weapons
st_mineral_water,Минеральная вода,eatable
st_wpn_g36new,G36,weapon_drops
st_af_repei_name,«Репейник»,artefacts
bandit_nbc_outfit_name,Трофейный комбинезон РХБЗ,outfit_exchange
military_freedom_outfit_name,Бронекостюм «СКАТ-9» «Свободы»,outfit_exchange
st_wpn_aug_a3,Steyr AUG A3,weapons
st_af_dummy_glassbeads_descr,Артефакт имеет форму спирали ДНК и образуется в термических аномалиях. Его характерной чертой является постоянная пульсация и излучение волн, благотворно сказывающихся на организме - они увеличивают метаболизм и ускоряют заживление ран. На данный момент последствия использования этого артефакта пока неизвестны.\nСреди других полезных свойств стоит обратить внимание на то, что «Мамины бусы» в силу своих возможностей способны защитить носителя от воздействия высоких температур.\nНо есть и весьма опасное свойство - это высокая электропроводность. В связи с этим крайне не рекомендуется использовать его в дождливую погоду и вблизи электрических аномалий.\nКроме того, артефакт имеет достаточно большой вес вследствие своей высокой плотности. \n,artefacts
ui_inv_outfit_speed,Модификатор подвижности,outfits
st_af_mincer_meat_descr,Этот артефакт имеет мягкую, пористую структуру и может сжиматься словно губка. При воздействии на него определённых факторов раскрывает свои настоящие свойства. Так, например, поры на поверхности артефакта способны поглощать токсичные вещества вокруг себя, а его внутренняя структура демонстрирует хорошие диэлектрические свойства, снижая вредное воздействие электрических разрядов.\nК сожалению, при контакте с пси-волнами любой природы артефакт также способствует их резкому усилению, что при довольно длительном использовании может привести к повышенной раздражимости, а в худшем случае - нанести серьёзный вред психике. \n,artefacts
st_data_export_fragments,Фрагменты,explosives
mutant_lurker_eye,Глаз кикиморы,mutant_parts
isg_proto_exo_outfit_name,Комбинезон ИИГ с протоэкзоскелетом,item_drop_locations
st_af_elektron_name,"Электрон",artefacts
st_af_ah_r1_descr,Артефакт, встречающийся только в Мёртвом Лесу к югу от Лаборатории X-9 и содержащий в основном растительную материю. Считается, что сильные пси-поля, воздействию которых он был подвержен во время своего формирования, оказали значительное воздействие на форму и свойства этого артефакта. Благодаря этому он предоставляет уникальную возможность исследовать влияние этих пока еще не вполне изученных явлений.,artefacts
st_hide_burer_name,Кожа бюрера,mutant_parts
mutant_dog_heart,Сердце слепого пса,mutant_parts
st_af_bat_name,"Летучая мышь",artefacts
st_af_atom_name,"Атом",artefacts
st_glucose_s,Малая инъекция глюкозы,disassemble
st_wpn_pp2000n,ПП-2000,weapon_drops
st_wpn_ace52,Galil ACE-52,weapon_drops
helm_ppm88,Противогаз ППМ-88,outfits
dolg_exolight_outfit_name,ПСЗ-10Д «Тяжёлая защита»,outfit_exchange
st_medkit_army,Армейская аптечка,disassemble
st_wpn_fn2000_camo,Камуфлированный FN F2000,weapons
ammo-7.62x54-7n1,Патроны 7,62x54 мм 7Н1,item_drop_locations
st_wpn_m79,M79,weapons
mutant_brain_burer,Мозг бюрера,mutant_parts
st_af_ah_o2,Аномальный образец "Магнит",artefacts
st_af_ah_o2_descr,Почти сформированный артефакт, состоящий из сплава, состоящего в основном из железа, висмута, кадмия и никеля. Образуется в огненных аномалиях. Не обладает никакими полезными свойствами, и большинство сталкеров считают его обычным хламом. Единственная примечательная особенность этого предмета - очень своеобразная форма тора. Из-за следов радиации он непригоден в качестве сувенира за пределами Зоны и не представляет значительной ценности.,artefacts
st_af_itcher_name,«Зуда»,artefact_recipes
ui_inv_bspeed,Дульная скорость,ammo
st_vodka,Водка «Nemiroff»,item_drop_locations
dolg_proto_exo_outfit_name,Комбинезон ПС5-М с протоэкзоскелетом,item_drop_locations
st_wpn_gauss_bas,Гаусс-винтовка,weapon_drops
st_wpn_ithacam37_sawnoff,Ithaca M37 «Sawn Off»,weapons
st_powder_rifle,Порох для малокалиберных винтовок,disassemble
mutant_cat_thyroid,Щитовидная железа кота,mutant_parts
st_bolt_4,Поворотная личинка [2 упора][В](Затвор),item_drop_locations
ammo-9x39-ap,Патроны 9x39 мм СП-6,item_drop_locations
st_prop_weight,Масса,ammo
mutant_flesh_eye,Глаз плоти,mutant_parts
st_data_export_unknown,Неизвестно,outfit_exchange
st_af_cooler_up_name,Графеновый модуль,disassemble
ui_inv_accuracy,Точность,ammo
mutant_heart_bloodsucker,Сердце кровососа,mutant_parts
st_af_itcher_descr,Образованный под высокими температурами, артефакт «Зуда» состоит из двух разделённых слоев, а его поверхность представляет собой твёрдую, плотную метаморфическую породу с глубокими рубцами, покрывающими всё тело. Потребляет чрезмерное тепло и постоянно остаётся прохладным, на чём какие-либо интересные свойства и заканчиваются. \nНе рекомендуется подходить к химическим и кислотным аномалиям при наличии артефакта, так как это увеличит неблагоприятные эффекты кислот и токсинов в кровотоке носителя. \n,artefacts
st_wpn_g3,G3A3,weapons
st_wpn_saiga12s_m2,Сайга Душмана,weapon_drops
st_data_export_bonus_mutant_part_chance,Шанс бонусной части мутанта,belt_attachments
mutant_tusk_boar,Клык кабана,mutant_parts
st_gamma_recipe_advanced_4,Искусство слияния артефактов Том 2,disassemble
st_vodka2,Водка «Путинка»,item_drop_locations
st_af_electra_moonlight_descr,Данный артефакт электростатической природы демонстрирует потрясающую способность к резонансу под воздействием пси-волн. Более того, за прошедшие годы сталкеры научились подстраивать «Лунный свет» таким образом, чтобы тот резонировал в фазе с основным источником излучения, тем самым полностью или в значительной степени нейтрализуя пси-воздействие. Помимо этого, этот сферический артефакт также повышает и электрозащиту экипировки за счёт снижения электропроводности тела при воздействии на него высоковольтного напряжения.\nСчастливому обладателю сего артефакта однако всё же следует быть предельно осторожным при его использовании близ источников огня или в зоне повышенных температур - результаты ряда проведённых в лабораториях исследований сообщают о том, что «Лунный свет» является ещё и очень хорошим катализатором, который под воздействием высокой температуры или пламени может начать высвобождать свою энергию, тем самым подпитывая их источники. \n,artefacts
st_af_sandstone_name,"Песчаник",artefact_recipes
st_af_electra_sparkler_name,«Бенгальский огонь»,artefact_recipes
st_survival_kit,Малый комплект выживания,disassemble
st_af_kevlar_name,Кевларовые пластины и крепления,disassemble
st_wpn_ak104_alfa,AK-104 "Альфа",weapon_drops
st_af_soul_name,«Душа»,artefact_recipes
st_af_moh_descr,Артефакт, сформированный в электрических аномалиях. Имеет острый, зазубренный вид, но на самом деле довольно мягкий и приятный на ощупь. Прикрепленный к поясу, он способен обнаружить содержимое желудка пользователя. Как только он распознает в пищеварительной системе сырое мясо, принадлежащее Зоне, он активируется, используя энергетическую ценность плоти для разного рода стимулирующих эффектов, в зависимости от типа потребляемого существа.\n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
st_wpn_beretta_px4,Beretta Px4 Storm,weapon_drops
st_wpn_ar15_freedom,AR-15 ГЕРА,weapons
st_wpn_remington700_lapua700,Remington M700 The Deer Hunter,weapon_drops
ui_inv_handling,Удобность,weapons
st_hide_psy_dog_name,Мех псевдособаки,mutant_parts
st_af_zhelch_name,"Рубец",artefact_recipes
st_sewing_kit_a,Универсальный швейный набор,item_drop_locations
mutant_controller_hand,Рука контролёра,mutant_parts
st_data_export_restore_radiation_max,Полное восстановление от радиации,medicine
st_af_gimlet_name,"Буравчик",artefacts
ammo-357-hp,Патроны .357 HP,item_drop_locations
st_equ_touristpack_name,Туристический рюкзак,disassemble
ui_inv_reli,Надёжность,weapons
st_wpn_sr2_m1,СР-2M "Вереск" (Модернизированный),weapon_drops
l04_darkvalley,Тёмная долина,item_drop_locations
st_af_ah_r5,Аномальный образец "Грибница",artefacts
st_wpn_colt1911_n,Colt M1911,weapon_drops
st_af_empty_descr,Артефакт представляет собой два диска органического образования (обычно это липиды, целлюлоза и лигнин), между которыми нет ничего, кроме пустого пространства - это связано с уникальным гравитационным полем, сформированным в центре, которое и стабилизирует расстояние между дисками. Любая попытка сжать диски вместе или разделить их не удастся из-за быстрых положительных и отрицательных изменений в гравитационном поле. Будто артефакт реагирует на любую физическую силу, которая нарушает равновесие.\nПри ношении перемещение c «Пустышкой» становится трудной задачей: по мере того, как гравитационное поле увеличивает плотность окружающего воздуха, движение тела заметно замедляется. Натуральная полезность этого эффекта сводится к способности уменьшать трение, тем самым обеспечивая большую защиту от физических воздействий. \n,artefacts
ammo-7.62x51_fmj,Патроны 7,62x51 мм НАТО FMJ,item_drop_locations
k01_darkscape,Тёмная лощина,item_drop_locations
st_wpn_sr1mp_upgr,Upgraded SR-1MP Gyurza 9x21 pistol,weapons
st_tetanus,Фентанил,disassemble
ammo-gauss_cardan,Самодельные аккумуляторы,ammo
st_af_black_name,«Осколок Монолита»,artefacts
st_af_ah_g1,Аномальный образец "Лёгкое",artefacts
st_wpn_tt33_custom_upgr,Mangun's ТТ-33 7.62x25 ТТ,weapons
st_letter_stalker_letter_3_name,Письмо Николаю,disassemble
st_wpn_usp_tac45,HK USP Tactical .45 ACP,weapon_drops
st_itm_mapkit_4,Карта аномалий (Мёртвый город),disassemble
st_bolt_15,Ударник с боевой пружиной [ПП](Затвор),item_drop_locations
st_af_dragon_eye_descr,Этот артефакт иногда образуется в тепловых аномалиях и имеет вид глаза рептилии. С ним связано очень опасное и летучее свойство. Каким-то особым образом, когда пользователь этого артефакта совершает убийство, существует небольшая вероятность того, что в теле жертвы произойдет сильный взрыв, убивающий или ранящий всех и вся поблизости. Более суеверные говорят, что это Зона вырывает с силой души падших существ. Большинство же предпочитает вообще не пользоваться этим артефактом из-за историй о людях, попавших под такой взрыв на злополучном расстоянии. \n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
st_wpn_beretta_new,Beretta M9A3,weapons
st_wpn_sig550_custom,Заказной SIG SG550,weapon_drops
st_data_export_first_aid_torso,Временно торс,medicine
st_af_freon_up_name,Улучшенный фреоновый охладитель,disassemble
st_data_export_sleepiness,Сонливости,medicine
ammo_20x70_buck,Патроны 20х70 дробь,item_drop_locations
freedom_nosorog_outfit_name,Экзоскелет «Чемпион свободы»,outfit_exchange
st_data_export_impulse,Импульс,ammo
st_prt_o_retardant_8,Усиленная изоляционная сетка из оксида магния,item_drop_locations
st_wpn_admin,CAR-15 "Administrator",weapons
st_wpn_m4,M4A1 RAS,weapons
st_prt_w_p_barrel_5,Ствол 7.62 мм (Ствол),item_drop_locations
st_hide_bloodsucker_name,Кожа кровососа,mutant_parts
st_wpn_bm16_full_alt_23,ТОЗ-66 "Охотник на химер",weapons
ammo-9x18-ap,Патроны 9x18 мм РГ028,item_drop_locations
st_hide_pseudogiant_name,Шкура псевдогиганта,mutant_parts
st_wpn_saiga12s_m1,Сайга-12 "Научник",weapon_drops
st_af_skull_miser_name,"Череп скряги",artefact_recipes
st_wpn_toz34_mark4,ТОЗ-34 «Зубр»,weapons
ecologist_guard_outfit_name,Комбинезон «Искра»,outfit_exchange
svoboda_scientific_outfit_name,Комбинезон «Искатель свободы»,outfit_exchange
novice_outfit_name,Кожаная куртка,item_drop_locations
st_wpn_bm16_alt,Улучшенный Обрез ТОЗ-66,weapons
st_data_export_is_backpack,Рюкзак,belt_attachments
st_data_export_eat_health_change,Изменение здоровья,medicine
dolg_novice_outfit_name,Куртка «Долга»,item_drop_locations
st_af_fonar_descr,Этот легкий, стеклянный артефакт излучает скромное количество околоультрафиолетового света. Он странно реагирует с некоторыми радиоволнами, заставляя источники различных передач светиться. Сталкеры обычно используют это свойство для поиска тайников в ночное время. \n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
st_tomahawk,Томагавк Gerber,melee
st_wpn_sks_molot,СКС Молот,weapon_drops
mutant_psysucker_hand,Рука пси-кровососа,mutant_parts
svoboda_light_outfit_name,Комбинезон «Ветер свободы»,outfit_exchange
st_wpn_ak105_sp,АК-105 Специалист,weapons
ammo-7.62x54-r,Патроны 7,62x54 мм R,item_drop_locations
st_data_export_weapon_kind_sniper,Снайперская винтовка,weapon_drops
st_solvent,Чистящий растворитель «Nо.9»,disassemble
st_meat_bloodsucker,Гуляш из кровососа,eatable
st_meat_flesh,Сало плоти,eatable
monolith_scientific_outfit_name,Научный комбинезон «Монолита»,outfit_exchange
st_wpn_vintorez_isg,Rifle Dynamics RD-9x39 ISG,weapon_drops
st_wpn_steyr_scout_big,Steyr Scout 7.62,weapon_drops
dolg,«Долг»,weapon_drops
st_tobacco,Российский табак,eatable
st_wpn_shak12,ШАК-12,weapons
st_wpn_l85_m3,L85 A2 Тактический,weapons
st_wpn_ak101_camo,Камуфлированный АК-101,weapons
exo_merc_grass_outfit_name,ТБ-1 наёмников «Саванна»,outfit_exchange
st_wpn_pm_new,Makarov PM Pistol 9x18,weapon_drops
st_wpn_akms_bas,АКМС,weapons
st_tomato,Консервированные томаты,disassemble
light_merc_outfit_name,Бронежилет IBA-З наёмников,item_drop_locations
st_bolt_13,Поворотная личинка [2 упора][А][НАТО](Затвор),item_drop_locations
mutant_tushkano_head,Голова тушкана,mutant_parts
st_stim_military,Военный стимпак,disassemble
st_wpn_ak74,АК-74,weapon_drops
st_wpn_streetsweeper_nimble,Armsel Protecta Custom,weapons
specops_merc_outfit_name,Бронекостюм «Берилл-5М» наёмников,item_drop_locations
st_wpn_l96a1,L96A1,weapons
st_wpn_vssk,ВССК «Выхлоп»,weapon_drops
st_af_cristall_flower_descr,Этот артефакт напоминает сыр вперемешку с сапфировыми камнями, разве что только его внешняя оболочка излучает радиацию - но при умелой обработке из него можно извлечь эти нерадиоактивные синие вкрапления, используемые ювелирами для изготовления драгоценных изделий. Но полезность артефакта точно не ограничена его лишь промышленным применением. Существуют научно доказанные факты, что сапфировые камни хорошо защищают от пси-волн, в то время как внешняя оболочка артефакта повышает сопротивление к токсичной среде, пусть и не настолько эффективно.\nОднако не стоит забывать, что его использование представляет ещё и большую опасность для обладателя, так как артефакт по природе своей является достаточно хорошим катализатором огня. Поэтому стоит избегать источников огня в непосредственной близости.\nТакже, ввиду своей высокой плотности, «Каменный цветок» достаточно тяжёл даже по сравнению с другими аномальными образованиями Зоны. \n,artefacts
st_wpn_aug_a1,Steyr AUG A1,weapon_drops
mutant_tushkano_meat,Мясо тушкана,mutant_parts
st_wpn_mp412,MP-412 Rex,weapon_drops
st_helm_battle,Шлем «Сфера М12»,outfits
ammo-5.7x28-ss190,Патроны 5.7х28 мм SS190,item_drop_locations
st_wpn_famas3,FAMAS F3,weapons
st_wpn_rsh12_shorty,RSh-12 Shorty 12.7x55mm,weapon_drops
st_wpn_toz34_decor,Украшенный ТОЗ-34,weapons
st_af_glass_descr,Данный чрезвычайно редкий артефакт работает с недоступными науке полями, ускоряя регенерацию тканей и органов живых существ, а также нормализуя метаболические процессы.\n \nСпособен буквально на глазах поставить на ноги человека с тяжёлыми ранениями. Из-за своей нестабильности этот артефакт может самовоспламеняться при воздействии на него мощных источников радиации.\n \nСильным недостатком артефакта является слабость в теле и снижение количества тромбоцитов в крови во время залечивания ран. Многие также замечали, что при использовании наблюдается сильный упадок сил. \n,artefacts
st_tushonka,Тушёнка из говядины,disassemble
st_tactical_knife,Клинок Монолита,melee
st_barrel_2,Ствол [Р] 18.5мм,item_drop_locations
st_af_ear_descr,Артефакт причудливой формы, кристаллическая сердцевина которого напоминает миниатюрную кровеносную систему человека. С тех пор как распространился слух, что артефакт способен исцелять умирающих существ и людей, интерес к его приобретению резко возрос, как для продажи во внешний мир, так и для обеспечения собственного выживания в Зоне. \n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
gamma_strike_cap,Предел Удара,artefacts
st_wpn_rpk74,РПК-74,weapons
st_af_bat_descr,Редкий и красивый артефакт, состоящий из двух "крыльев" неправильной формы, защищающих блестящее сферическое ядро. Не излучает радиацию и довольно тяжел. Опытные охотники за артефактами научились использовать его особую способность в своих интересах. Активировавшись и оказавшись рядом с другим артефактом, Летучая мышь расправит свои "крылья", схватит его ими, вдавит в свое ядро, а затем закроет. Вскоре после этого оболочка превратится в пыль, открывая артефакт с гораздо более сильными свойствами или, иногда, совсем другой.\n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
st_wpn_pb_new,Silenced Pistol PB 9x18,weapon_drops
st_trigger_components_4,Однорежимный УСМ ударникового типа (Спусковой крючок),item_drop_locations
st_helm_metro,Шлем-противогаз ПД,outfits
st_wpn_aug_a1_bas,Steyr AUG A1,weapons
st_wpn_amb17,АМБ-17,weapon_drops
st_grenade_thermite,Термитная граната,weapon_drops
cs_nbc_outfit_name,Комбинезон ЧН-3 «РХБЗ»,outfit_exchange
gamma_telepatic_cap,Психический Предел,artefacts
st_wpn_wa2000,Walther WA 2000,weapons
ammo-gauss,Аккумуляторы,ammo
st_af_death_lamp_name,«Смерть-лампа»,artefacts
st_wpn_svds,СВДС,weapon_drops
st_corn,Консервированная кукуруза,disassemble
st_wpn_l96a1m,L96 AWSM,weapon_drops
st_af_ring_descr,Очень маленький артефакт электрической природы, заметить который может быть достаточно трудно. Состоит из двух кольцеобразных соединений бежево-белого цвета, которые, в свою очередь, являются ещё и органическими образованиями.\nЕсли дать артефакту импульс для вращения, то он никогда не перестанет вращаться, пока его самому не остановить - это явление бросает вызов первому закону термодинамики. Учёные же полагают, что этот артефакт наследует гравитационные свойства аномалий типа «воронки».\n \nИ хотя наружное кольцо имеет чрезвычайно высокую токопроводимость, оно сперва поглощает электрический ток, а затем заземляет его во внутреннем кольце, что демонстрирует потрясающие диэлектрические свойства артефакта. К сожалению, механизм исчезновения электроэнергии внутри второго кольца до сих пор неизвестен. Однако он может быть ответом на то, почему использование артефакта, ко всему прочему, придаёт ещё и неплохой тонус жизненным силам его обладателя.\nВвиду того, что структура артефакта чрезвычайно нестабильна под воздействием высоких температур, крайне рекомендуется воздержаться от пребывания рядом с источниками открытого пламени. \n,artefacts
st_wpn_mosin_k,Mosin Nagant,weapon_drops
st_af_medusa_descr,Артефакт гравитационной природы, широко распространённый в Зоне. Способен хорошо защитить обладателя артефакта от всех видов физического воздействия. При этом ещё и немного защищает носителя от воздействия повышенных температур, источниками которых в Зоне, в большинстве своём, являются термические аномалии.\nИспользование артефакта может быть несколько затруднительным, учитывая его значительный вес, обусловленный своей гравитационной природой.\nНо куда более серьёзным недостатком является увеличение отрицательного воздействия пси-воздействия. Несмотря на то, что сам эффект довольно слаб, вес артефакта и дополнительный вес контейнера под него вместе с экипировкой может крайне быстро вымотать носителя как физически, так и эмоционально. \n,artefacts
st_af_tapeworm_descr,Этот артефакт представляет собой чистый диоксид кремния, скрученный в необычную форму и цвет гравитационными аномалиями. В остальном он ничем не примечателен, за исключением одного факта. При активации он посылает сильный электрический удар в сторону любого живого существа, которое нападает на пользователя при прямом контакте, эффективно оглушая его на короткий промежуток времени. И как и многие вещи в Зоне, артефакт не различает того, кто именно ранил вас, включая вас самих Очень ценится сталкерами, охотящимися на мутантов.\n \n %c[0,255,255,255]ОСОБЕННОСТИ:\n %c[d_cyan] • %c[ui_gray_2] не может быть помещён в контейнер,artefacts
st_knife_hunting,Охотничий нож,melee
greh_trenchcoat_outfit_name,Тяжёлый плащ «Греха»,outfit_exchange
st_lead_box_name,СИМК (Пустой),disassemble
st_wpn_vihrn,СР-3М «Вихрь»,weapon_drops
bandit_novice_outfit_name,Чёрная кожаная куртка,item_drop_locations
st_wpn_vsk94,ВСК-94,weapons
exo_dolg_outfit_name,ПСЗ-10Дм «Тяжёлая защита»,outfit_exchange
st_stim_scientic,Научный стимпак,disassemble
st_ecologist_outfit_yello_name,ССП-99 «Топаз»,item_drop_locations
st_wpn_ppsh41_new,Модернизированный ППШ-41,weapons
st_caffeine,Таблетки кофеина,medicine
st_wpn_akm_isg,Rifle Dynamics RD-47 ISG Tactical,weapon_drops
st_af_ah_g2_descr,Комок сморщенной глины и органических остатков. Разделение отдельных кусков материала кажется невозможным из-за присутствия какого-то неизвестного и невероятно сильного связующего вещества. Некоторые учёные предполагают, что артефакт удерживается в целостности благодаря гравитационным аномалиям, содержащимся внутри, однако это ещё предстоит доказать. Счётчик Гейгера, кажется, почти не издает звука, когда его подносят близко к этому странному артефакту.,artefacts
st_nuts,Ореховая смесь,eatable
